text,aspect,true_sentiment,predicted_sentiment
"The food was good, the service was fine, and the place has a lot of visual atmosphere, but I would not go back unless I was stuck eating with someone I didn't want to listen to.",place,neutral,negative
"The food was good, the service was fine, and the place has a lot of visual atmosphere, but I would not go back unless I was stuck eating with someone I didn't want to listen to.",atmosphere,positive,negative
but overall this is a good camera with a ' really good ' picture clarity ; an exceptional close-up shooting capability .,camera,positive,positive
but overall this is a good camera with a ' really good ' picture clarity ; an exceptional close-up shooting capability .,picture,positive,positive
but overall this is a good camera with a ' really good ' picture clarity ; an exceptional close-up shooting capability .,shooting,positive,positive
"first , the player did not allow me to access the menus of dvds .",menu,negative,negative
I've had this player for more than 4 months and I'm very happy with it.,player,positive,positive
Hoegardden on tap is an added bonus if you're not drinking from the well versed wine menu.,tap,neutral,neutral
Hoegardden on tap is an added bonus if you're not drinking from the well versed wine menu.,wine menu,positive,neutral
"The bar gets out of control busy due to it's proximity to Fordham University--but the Fordham kids are cool, so it's alright!",bar,neutral,neutral
"The bar gets out of control busy due to it's proximity to Fordham University--but the Fordham kids are cool, so it's alright!",Fordham kids,positive,positive
There was only one server on duty and we waited a while for menus.,server,positive,negative
There was only one server on duty and we waited a while for menus.,menus,neutral,neutral
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",applications,neutral,positive
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",Dreamweaver,neutral,neutral
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",Final Cut Pro 7,neutral,positive
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",Photoshop,neutral,positive
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",Safari,neutral,neutral
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",Firefox,neutral,neutral
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",MSN Messenger,neutral,neutral
"I can't resist the soul chicken whether I am at VP2 or Red Bamboo, but I've been a good girl and at least tried some other menu items and everything, and I mean EVERYTHING I tried has proved amazing.",soul chicken,positive,positive
"I can't resist the soul chicken whether I am at VP2 or Red Bamboo, but I've been a good girl and at least tried some other menu items and everything, and I mean EVERYTHING I tried has proved amazing.",menu items,neutral,neutral
