text,aspect,predicted_sentiment
"Upon calling to reserve a table outside for Brunch, the manager requested a cc nbr to secure the table for 6 (I was 8 months pregnant and there was a little baby).",manager,negative
I ended up buying one for upstairs and one for downstairs because it works so well and because I change him so often downstairs.,works,positive
The best part of the firewall is the visual backtracking.,backtracking,positive
"The Food It's billed as Asian street food, but since the menu is a creative collaboration between expert chefs Vongerichten and Gray Kunz, dishes show unmistakable finesse.",Asian street food,neutral
"The Food It's billed as Asian street food, but since the menu is a creative collaboration between expert chefs Vongerichten and Gray Kunz, dishes show unmistakable finesse.",menu,positive
"I had a great experience with the customer service team when I needed help fixing my computer , and they were able to resolve the issue quickly and efficiently .",customer service team,positive
"I had a great experience with the customer service team when I needed help fixing my computer , and they were able to resolve the issue quickly and efficiently .",fixing my computer,positive
i tried to contact apex to return it ( i missed the amazon return period ) and it took 3 months to get through to their customer service dept .,service,negative
Somehow the system clock got messed up after reboot.,system clock,negative
3 ) The recent corruption scandal involving high-ranking politicians has left the general public feeling disillusioned and angry .,corruption scandal,negative
3 ) The recent corruption scandal involving high-ranking politicians has left the general public feeling disillusioned and angry .,general public,negative
"The painting was breathtakingly beautiful , but the frame was poorly crafted and took away from the overall experience .",painting,positive
"The painting was breathtakingly beautiful , but the frame was poorly crafted and took away from the overall experience .",frame,negative
* software is absolutely terrible :,software,negative
"Order a beer and then sit and wait for the steamy, salty soup dumplings that burst with a snap.",beer,neutral
"Order a beer and then sit and wait for the steamy, salty soup dumplings that burst with a snap.",soup dumplings,negative
"We should have had the entire restaurant, but the manager let some random lady sit up at the bar because she was a regular.",manager,negative
"We should have had the entire restaurant, but the manager let some random lady sit up at the bar because she was a regular.",bar,neutral
"Sure, the burgers are good, but not good enough to make up for the abominable service and disgusting, filthy atmosphere.",burgers,positive
"Sure, the burgers are good, but not good enough to make up for the abominable service and disgusting, filthy atmosphere.",atmosphere,negative
I hate how the weather always seems to ruin my plans for outdoor activities . It's either too hot or too cold .,weather,negative
I am above average with technical knowledge but it is easy enough for the beginner to set up .,set up,positive
Ask for a table closer to the bar than in back of the dining area; the drop ceiling the back compromises enjoying the soaring space of Guastavino's.,bar,neutral
Ask for a table closer to the bar than in back of the dining area; the drop ceiling the back compromises enjoying the soaring space of Guastavino's.,drop ceiling,positive
Ask for a table closer to the bar than in back of the dining area; the drop ceiling the back compromises enjoying the soaring space of Guastavino's.,space,positive
